,d
7884,-41199.5
7885,-40850.5
7886,-40709.5
7887,-41404.0
7888,-44355.5
7889,-45832.5
7890,-44329.5
7891,-41531.5
7892,-38873.0
7893,-36106.5
7894,-33566.5
7895,-30964.5
7896,-30151.0
7897,-28953.0
7898,-27672.5
7899,-26289.5
7900,-25330.5
7901,-25123.5
7902,-26174.0
7903,-27715.0
7904,-30405.0
7905,-34078.0
7906,-36400.5
7907,-37678.0
7908,-38304.5
7909,-38072.0
7910,-38471.0
7911,-39739.0
7912,-43832.0
7913,-45372.5
7914,-44476.5
7915,-42332.0
7916,-39835.0
7917,-36708.5
7918,-33738.5
7919,-30176.5
7920,-29443.0
7921,-28912.5
7922,-27925.5
7923,-27059.0
7924,-26574.5
7925,-27949.5
7926,-33873.5
7927,-41250.5
7928,-43352.0
7929,-44692.0
7930,-45085.5
7931,-45188.0
7932,-45263.0
7933,-45050.0
7934,-45099.5
7935,-46127.0
7936,-50806.5
7937,-51743.0
7938,-50114.0
7939,-47456.0
7940,-44324.0
7941,-40409.5
7942,-35999.5
7943,-31764.5
7944,-30879.0
7945,-30175.5
7946,-29081.5
7947,-28037.5
7948,-27282.0
7949,-28607.0
7950,-34162.0
7951,-41140.0
7952,-42917.5
7953,-44107.0
7954,-44569.0
7955,-44922.0
7956,-45130.0
7957,-45087.5
7958,-45267.5
7959,-46006.5
7960,-50597.0
7961,-51830.5
7962,-50498.0
7963,-48100.0
7964,-45073.0
7965,-40996.5
7966,-36785.5
7967,-32404.0
7968,-31506.0
7969,-30963.0
7970,-29932.5
7971,-28975.5
7972,-28372.5
7973,-29669.0
7974,-35389.5
7975,-42675.0
7976,-44366.5
7977,-45135.5
7978,-45185.5
7979,-45229.5
7980,-45294.5
7981,-45205.5
7982,-45389.5
7983,-46435.5
7984,-51110.5
7985,-52669.0
7986,-51353.0
7987,-48995.5
7988,-46074.5
7989,-42200.0
7990,-38057.0
7991,-34062.0
7992,-32906.0
7993,-32317.5
7994,-31362.5
7995,-30613.0
7996,-29936.5
7997,-31223.0
7998,-36882.0
7999,-44150.0
8000,-45725.0
8001,-46657.5
8002,-46640.0
8003,-46394.0
8004,-46357.5
8005,-46064.5
8006,-46148.0
8007,-47120.5
8008,-51513.5
8009,-52642.5
8010,-52178.5
8011,-50339.0
8012,-47509.5
8013,-43632.0
8014,-39457.5
8015,-35065.5
8016,-34186.5
8017,-33711.0
8018,-32802.5
8019,-31932.0
8020,-31060.5
8021,-32282.5
8022,-37799.0
8023,-44999.0
8024,-46808.5
8025,-48058.5
8026,-47828.5
8027,-47582.0
8028,-47299.0
8029,-46646.5
8030,-46554.5
8031,-46958.5
8032,-51102.5
8033,-52320.5
8034,-50880.5
8035,-48704.5
8036,-45714.5
8037,-42232.0
8038,-38896.0
8039,-35421.5
8040,-34519.0
8041,-33514.5
8042,-32179.0
8043,-30937.0
8044,-29779.5
8045,-29799.0
8046,-31837.0
8047,-34864.0
8048,-38542.0
8049,-41731.5
8050,-42222.5
8051,-42037.5
8052,-41493.0
8053,-40642.5
8054,-40556.0
8055,-41225.0
8056,-45393.0
8057,-48115.0
8058,-46856.5
8059,-44110.0
8060,-41761.0
8061,-39262.0
8062,-36816.5
8063,-34061.0
8064,-33474.0
8065,-32407.5
8066,-31328.0
8067,-30301.0
8068,-29144.5
8069,-28874.5
8070,-29859.0
8071,-31438.5
8072,-34539.0
8073,-38434.5
8074,-40558.0
8075,-41550.0
8076,-42039.5
8077,-41739.0
8078,-41766.5
8079,-43199.0
8080,-47768.5
8081,-49150.0
8082,-47969.5
8083,-45807.5
8084,-43366.0
8085,-40301.5
8086,-36595.0
8087,-32397.0
8088,-31852.5
8089,-31421.5
8090,-30565.0
8091,-29803.5
8092,-29060.0
8093,-30215.0
8094,-36048.0
8095,-43255.0
8096,-45356.0
8097,-46370.0
8098,-46571.5
8099,-46376.0
8100,-46356.5
8101,-45951.0
8102,-45980.5
8103,-47054.0
8104,-51815.5
8105,-53106.0
8106,-52102.0
8107,-49605.5
8108,-46184.0
8109,-42425.0
8110,-37968.5
8111,-33618.5
8112,-32733.5
8113,-32232.5
8114,-31356.0
8115,-30457.0
8116,-29697.0
8117,-30892.0
8118,-36627.0
8119,-44202.0
8120,-45782.5
8121,-46653.0
8122,-46585.5
8123,-46752.5
8124,-46804.5
8125,-46656.5
8126,-46868.0
8127,-47891.0
8128,-52190.5
8129,-53138.0
8130,-52672.5
8131,-50608.5
8132,-47580.0
8133,-43835.5
8134,-39227.5
8135,-34839.5
8136,-33960.0
8137,-33530.5
8138,-32740.5
8139,-31887.5
8140,-31064.5
8141,-32053.0
8142,-37846.5
8143,-45396.5
8144,-46766.5
8145,-47680.0
8146,-47917.0
8147,-47629.5
8148,-47401.0
8149,-47153.0
8150,-47318.0
8151,-48376.5
8152,-52771.5
8153,-53701.5
8154,-53262.5
8155,-51343.5
8156,-48413.0
8157,-44738.5
8158,-40212.0
8159,-35889.5
8160,-35025.5
8161,-34478.5
8162,-33662.5
8163,-32975.0
8164,-32203.5
8165,-33265.5
8166,-38921.0
8167,-46212.5
8168,-48206.0
8169,-49340.5
8170,-49532.0
8171,-49345.5
8172,-49306.5
8173,-49469.0
8174,-49499.0
8175,-50415.5
8176,-53420.5
8177,-53778.5
8178,-53235.0
8179,-51053.0
8180,-47931.0
8181,-43872.0
8182,-39255.0
8183,-34772.5
8184,-33933.0
8185,-33386.0
8186,-32516.0
8187,-31726.0
8188,-30835.0
8189,-31913.0
8190,-37250.0
8191,-44566.0
8192,-46782.0
8193,-47737.5
8194,-47429.0
8195,-47036.0
8196,-46782.0
8197,-46308.0
8198,-46105.0
8199,-46684.0
8200,-51002.5
8201,-52389.0
8202,-50641.0
8203,-47923.5
8204,-45092.0
8205,-41950.0
8206,-38350.0
8207,-34952.5
8208,-34248.0
8209,-33428.0
8210,-32317.5
8211,-31437.0
8212,-30227.0
8213,-30085.5
8214,-32060.0
8215,-35101.0
8216,-38691.0
8217,-41505.5
8218,-41930.0
8219,-41656.0
8220,-41209.5
8221,-40465.5
8222,-40178.5
8223,-40987.0
8224,-45373.0
8225,-47705.5
8226,-46498.5
8227,-43717.0
8228,-41035.5
8229,-38289.0
8230,-35716.5
8231,-32821.5
8232,-32087.5
8233,-31007.0
8234,-29628.0
8235,-28433.5
8236,-26903.5
8237,-26569.0
8238,-27540.5
8239,-29053.5
8240,-31854.5
8241,-35839.5
8242,-38262.5
8243,-39209.5
8244,-39797.0
8245,-39703.5
8246,-39734.0
8247,-40822.5
8248,-45476.5
8249,-47120.5
8250,-45936.5
8251,-43852.5
8252,-41449.5
8253,-38823.0
8254,-35679.5
8255,-31922.5
8256,-31367.5
8257,-31112.5
8258,-30420.5
8259,-29758.0
8260,-29100.5
8261,-30517.0
8262,-36611.0
8263,-44144.0
8264,-46251.5
8265,-47371.5
8266,-47534.0
8267,-47435.5
8268,-47374.0
8269,-47061.5
8270,-47206.5
8271,-48357.5
8272,-53140.5
8273,-54248.0
8274,-53452.0
8275,-51326.0
8276,-48573.0
8277,-44688.5
8278,-40139.5
8279,-35459.0
8280,-34811.0
8281,-34448.0
8282,-33705.5
8283,-32943.0
8284,-32317.5
8285,-33622.5
8286,-39431.0
8287,-46666.5
8288,-48701.5
8289,-49686.0
8290,-49574.5
8291,-49492.5
8292,-49443.5
8293,-49007.5
8294,-49222.0
8295,-50530.0
8296,-54913.5
8297,-55612.0
8298,-55086.5
8299,-52826.5
8300,-50300.0
8301,-46420.0
8302,-41526.0
8303,-36962.5
8304,-35950.0
8305,-35398.5
8306,-34687.0
8307,-34067.5
8308,-33354.5
8309,-34495.0
8310,-40301.5
8311,-47598.0
8312,-49611.0
8313,-50543.5
8314,-50825.0
8315,-50881.5
8316,-50518.0
8317,-50052.0
8318,-50249.5
8319,-51294.0
8320,-55070.0
8321,-55547.5
8322,-54752.5
8323,-52858.5
8324,-50134.0
8325,-46185.5
8326,-41393.0
8327,-36975.5
8328,-35957.0
8329,-35465.5
8330,-34843.0
8331,-34292.0
8332,-33489.5
8333,-34570.5
8334,-40090.5
8335,-47383.0
8336,-49589.5
8337,-50415.5
8338,-50457.0
8339,-50391.0
8340,-50278.5
8341,-49900.5
8342,-50120.5
8343,-51188.0
8344,-54837.5
8345,-55305.0
8346,-54633.5
8347,-52568.5
8348,-49579.5
8349,-45827.0
8350,-41167.0
8351,-36579.0
8352,-35549.5
8353,-34737.0
8354,-33765.0
8355,-32862.0
8356,-31750.0
8357,-32760.0
8358,-37846.5
8359,-45073.5
8360,-48153.0
8361,-49350.0
8362,-49828.5
8363,-49921.0
8364,-49913.0
8365,-49300.5
8366,-48850.0
8367,-48970.5
8368,-51929.0
8369,-52444.5
8370,-50670.5
8371,-47682.5
8372,-44574.5
8373,-41158.5
8374,-37614.5
8375,-34221.0
8376,-33349.0
8377,-32551.0
8378,-31257.0
8379,-29950.0
8380,-28606.0
8381,-28567.0
8382,-30522.5
8383,-33608.0
8384,-36957.0
8385,-39831.5
8386,-40539.5
8387,-40608.0
8388,-40505.0
8389,-40157.5
8390,-40187.0
8391,-41162.0
8392,-45110.0
8393,-47331.0
8394,-46064.5
8395,-43266.0
8396,-41078.5
8397,-38469.0
8398,-35944.0
8399,-33413.0
8400,-32806.0
8401,-31823.5
8402,-30601.5
8403,-29259.0
8404,-27865.0
8405,-27738.5
8406,-28928.5
8407,-30447.0
8408,-33247.5
8409,-36940.5
8410,-38874.0
8411,-39688.5
8412,-40062.0
8413,-39764.5
8414,-39812.0
8415,-41202.0
8416,-45707.5
8417,-47133.0
8418,-45992.0
8419,-44029.0
8420,-42000.5
8421,-39016.5
8422,-35782.0
8423,-32056.5
8424,-31354.0
8425,-30997.5
8426,-30227.5
8427,-29445.0
8428,-28649.5
8429,-29905.0
8430,-35684.5
8431,-42991.0
8432,-45230.5
8433,-45900.0
8434,-45819.5
8435,-45853.5
8436,-45773.5
8437,-45533.0
8438,-45584.5
8439,-46731.5
8440,-51740.5
8441,-52918.5
8442,-51584.0
8443,-49101.0
8444,-46297.0
8445,-42582.0
8446,-38262.0
8447,-33865.0
8448,-33021.0
8449,-32653.0
8450,-31573.0
8451,-30754.0
8452,-29968.0
8453,-31071.0
8454,-36600.0
8455,-43769.5
8456,-45909.5
8457,-46323.5
8458,-46321.0
8459,-46390.0
8460,-46375.5
8461,-45776.5
8462,-46265.5
8463,-47459.5
8464,-52205.0
8465,-53457.0
8466,-51901.0
8467,-49359.0
8468,-46665.0
8469,-42829.5
8470,-38474.0
8471,-34030.0
8472,-33043.5
8473,-32572.0
8474,-31509.0
8475,-30507.5
8476,-29631.5
8477,-30660.5
8478,-36051.5
8479,-43200.0
8480,-45810.5
8481,-46447.5
8482,-46603.5
8483,-47046.5
8484,-47242.5
8485,-46931.0
8486,-46928.5
8487,-47948.0
8488,-51948.0
8489,-52562.0
8490,-51017.5
8491,-48464.5
8492,-45836.0
8493,-41927.5
8494,-37694.5
8495,-33578.5
8496,-32687.5
8497,-31992.5
8498,-30890.0
8499,-29866.5
8500,-28996.5
8501,-29832.0
8502,-35013.0
8503,-41825.0
8504,-44762.0
8505,-45888.0
8506,-46186.5
8507,-46214.0
8508,-46314.5
8509,-46281.5
8510,-46275.5
8511,-47148.5
8512,-50508.5
8513,-51247.0
8514,-49776.5
8515,-47364.0
8516,-44617.5
8517,-41458.5
8518,-37636.0
8519,-33672.0
8520,-32820.5
8521,-31989.5
8522,-30884.5
8523,-29976.0
8524,-28936.5
8525,-29771.0
8526,-34634.0
8527,-41057.0
8528,-43148.0
8529,-43875.0
8530,-44038.0
8531,-43727.0
8532,-43170.5
8533,-42592.0
8534,-42497.5
8535,-43372.0
8536,-47374.0
8537,-48829.5
8538,-47769.0
8539,-45054.0
8540,-42284.0
8541,-39191.0
8542,-36050.0
8543,-32939.5
8544,-32184.0
8545,-30957.0
8546,-29417.0
8547,-28050.0
8548,-26758.0
8549,-26762.5
8550,-28473.0
8551,-31263.5
8552,-34724.5
8553,-37811.0
8554,-39294.0
8555,-39726.0
8556,-39886.0
8557,-39750.0
8558,-39490.0
8559,-40330.5
8560,-43163.5
8561,-44765.0
8562,-43954.0
8563,-41196.0
8564,-39140.5
8565,-36215.5
8566,-33881.5
8567,-30910.5
8568,-30087.0
8569,-28568.5
8570,-26757.0
8571,-25275.5
8572,-23819.0
8573,-23725.5
8574,-25075.5
8575,-26966.5
8576,-29982.5
8577,-33384.5
8578,-35213.0
8579,-35825.0
8580,-36273.5
8581,-36061.0
8582,-36216.0
8583,-37409.5
8584,-41553.0
8585,-42990.0
8586,-41794.5
8587,-40189.0
8588,-38478.0
8589,-35956.5
8590,-33362.0
8591,-30254.5
8592,-29595.0
8593,-28812.5
8594,-27599.5
8595,-26602.5
8596,-25717.5
8597,-26450.0
8598,-29467.0
8599,-32982.5
8600,-36510.5
8601,-39347.0
8602,-40383.0
8603,-40872.5
8604,-40933.5
8605,-39952.5
8606,-39487.5
8607,-39604.0
8608,-42290.5
8609,-43572.0
8610,-42280.0
8611,-39800.0
8612,-37390.5
8613,-34953.5
8614,-32603.5
8615,-30186.5
8616,-29207.0
8617,-28023.5
8618,-26380.0
8619,-25017.0
8620,-23950.0
8621,-23918.5
8622,-25498.5
8623,-28074.0
8624,-31657.5
8625,-35086.0
8626,-36850.5
8627,-37670.0
8628,-38489.0
8629,-37864.0
8630,-35795.5
8631,-34096.0
8632,-34377.0
8633,-33997.5
8634,-33103.0
8635,-32409.0
8636,-31893.0
8637,-30683.0
8638,-29621.0
8639,-27963.0
8640,-27488.5
8641,-26782.0
8642,-25544.0
8643,-24464.0
8644,-23426.5
8645,-23244.5
8646,-24364.5
8647,-25463.0
8648,-27252.5
8649,-30573.0
8650,-32931.0
8651,-34137.0
8652,-35296.0
8653,-35307.0
8654,-35365.0
8655,-35850.5
8656,-37673.5
8657,-38242.0
8658,-37107.0
8659,-35782.5
8660,-34473.5
8661,-32427.5
8662,-30610.0
8663,-28276.0
8664,-27763.0
8665,-27202.0
8666,-26217.5
8667,-25306.5
8668,-24374.5
8669,-24787.0
8670,-27557.0
8671,-30514.0
8672,-33683.5
8673,-37003.5
8674,-38981.5
8675,-39616.5
8676,-39947.0
8677,-39748.5
8678,-39654.0
8679,-40324.0
8680,-43873.5
8681,-45837.5
8682,-44729.0
8683,-42837.5
8684,-40149.0
8685,-37378.5
8686,-34374.0
8687,-31242.0
8688,-30406.0
8689,-29503.5
8690,-28043.0
8691,-26682.0
8692,-25607.5
8693,-25726.0
8694,-27944.0
8695,-30771.5
8696,-33747.5
8697,-36783.5
8698,-38643.5
8699,-39444.0
8700,-39709.0
8701,-39341.0
8702,-38960.0
8703,-39694.5
8704,-42664.0
8705,-44095.5
8706,-42740.5
8707,-40364.0
8708,-37826.5
8709,-34893.5
8710,-32119.5
8711,-29353.5
8712,-28656.5
8713,-27590.5
8714,-25981.0
8715,-24582.5
8716,-23660.5
8717,-23684.0
8718,-25309.5
8719,-27372.5
8720,-30187.5
8721,-33699.0
8722,-35844.5
8723,-37182.5
8724,-37843.5
8725,-37757.0
8726,-37353.5
8727,-37451.5
8728,-40672.5
8729,-42898.5
8730,-41834.0
8731,-39608.5
8732,-37312.0
8733,-34693.0
8734,-32154.0
8735,-29874.0
8736,-29152.0
8737,-27925.5
8738,-26488.5
8739,-25207.0
8740,-24159.5
8741,-23829.5
8742,-24612.0
8743,-25739.5
8744,-27669.0
8745,-30944.0
8746,-33851.5
8747,-35501.5
8748,-36596.5
8749,-36461.0
8750,-36308.0
8751,-37206.0
8752,-40705.0
8753,-42332.0
8754,-40992.5
8755,-39151.5
8756,-37128.5
8757,-34630.0
8758,-32214.0
8759,-29255.0
8760,-28537.0
8761,-27374.5
8762,-26010.0
8763,-24793.0
8764,-23658.0
8765,-23889.5
8766,-26494.5
8767,-29103.0
8768,-31900.5
8769,-35185.0
8770,-37245.5
8771,-38379.0
8772,-39228.0
8773,-39188.0
8774,-39062.0
8775,-39486.5
8776,-42557.0
8777,-44215.0
8778,-42623.5
8779,-39287.5
8780,-35701.0
8781,-33040.5
8782,-31128.0
8783,-30238.0
