,d
3219,-23732.0
3220,-23447.0
3221,-24014.0
3222,-29210.0
3223,-36025.5
3224,-38512.0
3225,-39634.5
3226,-39933.0
3227,-40146.0
3228,-40024.0
3229,-39672.5
3230,-39302.0
3231,-39078.0
3232,-40264.5
3233,-40389.5
3234,-39455.0
3235,-38054.0
3236,-37204.5
3237,-37234.0
3238,-33989.5
3239,-29401.5
3240,-26436.5
3241,-26676.0
3242,-26568.5
3243,-26086.0
3244,-25556.5
3245,-25696.5
3246,-30606.0
3247,-37411.5
3248,-39840.0
3249,-40698.0
3250,-40707.0
3251,-40803.5
3252,-40711.5
3253,-40012.5
3254,-39481.0
3255,-39579.0
3256,-40929.0
3257,-41218.0
3258,-40069.0
3259,-38859.0
3260,-37979.0
3261,-37871.0
3262,-34762.5
3263,-30217.0
3264,-27320.5
3265,-27634.5
3266,-27758.0
3267,-27162.5
3268,-26713.0
3269,-26819.0
3270,-31681.5
3271,-38188.0
3272,-39836.5
3273,-40346.5
3274,-40360.5
3275,-40486.5
3276,-40395.5
3277,-39732.0
3278,-39445.0
3279,-39325.5
3280,-40434.5
3281,-40658.5
3282,-39830.5
3283,-38858.0
3284,-37901.5
3285,-37792.5
3286,-34717.0
3287,-30258.5
3288,-27433.5
3289,-27565.5
3290,-27432.0
3291,-26827.0
3292,-26252.0
3293,-26501.0
3294,-31205.5
3295,-37883.5
3296,-40111.0
3297,-40758.0
3298,-40829.0
3299,-40921.0
3300,-41118.5
3301,-40440.0
3302,-40076.5
3303,-39920.0
3304,-40841.0
3305,-40923.0
3306,-40055.5
3307,-39109.0
3308,-38376.0
3309,-38025.0
3310,-34547.0
3311,-29969.5
3312,-26953.0
3313,-27139.5
3314,-26891.0
3315,-26125.5
3316,-25572.5
3317,-25674.0
3318,-30400.5
3319,-36863.0
3320,-39364.0
3321,-40150.0
3322,-40268.0
3323,-40296.5
3324,-39990.5
3325,-39298.0
3326,-38879.0
3327,-38666.0
3328,-39695.0
3329,-40121.5
3330,-39251.5
3331,-38053.0
3332,-36961.5
3333,-35956.0
3334,-32838.5
3335,-29300.5
3336,-26451.5
3337,-26310.0
3338,-25761.0
3339,-24951.0
3340,-24269.5
3341,-23648.5
3342,-25588.0
3343,-29150.0
3344,-32935.0
3345,-35231.5
3346,-36090.5
3347,-36119.5
3348,-35764.0
3349,-34898.5
3350,-33976.0
3351,-33483.0
3352,-34026.0
3353,-35328.5
3354,-35338.0
3355,-34312.0
3356,-33456.0
3357,-33002.5
3358,-31348.0
3359,-28755.5
3360,-26045.5
3361,-25678.5
3362,-25144.0
3363,-24241.0
3364,-23384.0
3365,-22500.5
3366,-23486.5
3367,-25821.5
3368,-28792.5
3369,-31780.0
3370,-33951.5
3371,-34943.5
3372,-35196.0
3373,-34283.5
3374,-33525.5
3375,-33409.5
3376,-34238.5
3377,-35068.5
3378,-34894.0
3379,-34456.5
3380,-34111.0
3381,-34063.5
3382,-31529.0
3383,-27524.5
3384,-24985.0
3385,-25366.5
3386,-25256.0
3387,-24639.0
3388,-24205.5
3389,-24869.5
3390,-29938.0
3391,-36817.5
3392,-39308.0
3393,-40145.5
3394,-40008.0
3395,-40266.5
3396,-40164.5
3397,-39280.0
3398,-38654.5
3399,-38316.0
3400,-39257.5
3401,-39423.5
3402,-38279.5
3403,-37167.0
3404,-36142.0
3405,-36184.5
3406,-33559.0
3407,-29058.0
3408,-26075.0
3409,-25972.0
3410,-25638.0
3411,-24944.5
3412,-24476.5
3413,-24913.5
3414,-29671.0
3415,-36047.0
3416,-38360.0
3417,-38818.0
3418,-38795.5
3419,-38908.0
3420,-38790.0
3421,-38269.5
3422,-38150.0
3423,-38161.0
3424,-39086.5
3425,-39129.5
3426,-37738.5
3427,-36672.5
3428,-35761.0
3429,-35891.5
3430,-33574.0
3431,-28935.0
3432,-25964.5
3433,-25475.0
3434,-24818.5
3435,-24308.5
3436,-23811.5
3437,-24284.5
3438,-29023.0
3439,-35492.0
3440,-38049.0
3441,-38916.5
3442,-39037.0
3443,-39132.5
3444,-39005.5
3445,-38698.0
3446,-38486.5
3447,-38369.5
3448,-39381.0
3449,-39398.0
3450,-37905.5
3451,-36888.0
3452,-35891.5
3453,-35846.5
3454,-33652.5
3455,-29228.5
3456,-26165.5
3457,-25399.5
3458,-24737.5
3459,-24212.5
3460,-23743.5
3461,-24069.5
3462,-28837.0
3463,-35358.0
3464,-38074.5
3465,-39079.0
3466,-39377.0
3467,-39569.5
3468,-39466.5
3469,-39062.0
3470,-38880.5
3471,-38789.0
3472,-39575.5
3473,-39435.0
3474,-38154.5
3475,-36815.0
3476,-35634.5
3477,-35837.0
3478,-33706.0
3479,-29238.5
3480,-26050.0
3481,-25104.5
3482,-24204.5
3483,-23645.0
3484,-23226.5
3485,-23455.5
3486,-28130.5
3487,-34658.5
3488,-37568.5
3489,-38787.5
3490,-38849.0
3491,-38820.5
3492,-38427.5
3493,-37350.0
3494,-36683.5
3495,-36119.0
3496,-36346.5
3497,-36084.0
3498,-34886.0
3499,-33484.5
3500,-32105.0
3501,-32187.5
3502,-31104.0
3503,-27899.0
3504,-24834.5
3505,-23417.0
3506,-22383.5
3507,-21896.0
3508,-21243.0
3509,-20901.0
3510,-23178.5
3511,-26880.5
3512,-30783.5
3513,-32816.0
3514,-33107.0
3515,-32649.0
3516,-32069.5
3517,-30910.5
3518,-30026.0
3519,-29729.0
3520,-30290.0
3521,-31069.0
3522,-30911.5
3523,-30201.0
3524,-29425.0
3525,-29715.5
3526,-29354.5
3527,-26878.0
3528,-24050.5
3529,-22879.5
3530,-21969.0
3531,-21340.5
3532,-20545.5
3533,-19943.0
3534,-21218.0
3535,-23697.5
3536,-27058.0
3537,-29770.0
3538,-31327.0
3539,-31838.0
3540,-31933.0
3541,-31099.5
3542,-30245.0
3543,-30203.0
3544,-30622.5
3545,-31093.0
3546,-31276.5
3547,-31136.5
3548,-31035.5
3549,-31637.0
3550,-30736.5
3551,-26780.5
3552,-23945.0
3553,-23093.0
3554,-22471.5
3555,-22274.5
3556,-22023.5
3557,-22512.0
3558,-27369.5
3559,-33810.0
3560,-37041.0
3561,-38569.0
3562,-39063.0
3563,-39265.0
3564,-39347.5
3565,-39000.5
3566,-38712.5
3567,-38684.0
3568,-39410.0
3569,-39018.5
3570,-37781.5
3571,-36437.5
3572,-35039.0
3573,-34965.0
3574,-33051.5
3575,-28688.0
3576,-25719.5
3577,-24640.0
3578,-23928.0
3579,-23538.0
3580,-23177.5
3581,-23582.0
3582,-28327.5
3583,-34587.5
3584,-37554.5
3585,-38687.5
3586,-38853.0
3587,-39096.5
3588,-39092.0
3589,-38588.5
3590,-38207.0
3591,-38113.5
3592,-38981.0
3593,-38906.5
3594,-37666.0
3595,-36422.5
3596,-35262.0
3597,-35012.0
3598,-33067.0
3599,-28810.5
3600,-25768.0
3601,-24733.0
3602,-23892.5
3603,-23574.5
3604,-23188.0
3605,-23580.5
3606,-28225.0
3607,-34409.0
3608,-37381.5
3609,-38371.0
3610,-38782.5
3611,-39052.0
3612,-38998.5
3613,-38447.0
3614,-38346.0
3615,-38392.5
3616,-39428.5
3617,-39275.0
3618,-37940.5
3619,-36770.0
3620,-35472.5
3621,-35041.0
3622,-32987.5
3623,-28698.0
3624,-25727.5
3625,-24539.5
3626,-23796.5
3627,-23352.5
3628,-23130.0
3629,-23408.0
3630,-28010.0
3631,-34233.5
3632,-37141.0
3633,-38492.0
3634,-38827.5
3635,-39237.0
3636,-39285.0
3637,-38719.5
3638,-38328.0
3639,-38169.5
3640,-39206.0
3641,-39387.0
3642,-38313.5
3643,-36969.0
3644,-35604.0
3645,-35089.0
3646,-33036.0
3647,-28922.0
3648,-25836.0
3649,-24652.5
3650,-23873.0
3651,-23468.5
3652,-23116.0
3653,-23447.0
3654,-27891.0
3655,-34086.5
3656,-37301.5
3657,-38721.0
3658,-38853.5
3659,-39087.0
3660,-38847.0
3661,-38086.5
3662,-37442.5
3663,-36869.0
3664,-37334.0
3665,-37307.0
3666,-36372.0
3667,-35009.0
3668,-33606.5
3669,-33071.0
3670,-31561.0
3671,-28054.5
3672,-25288.5
3673,-24062.0
3674,-23063.5
3675,-22410.5
3676,-21717.0
3677,-21333.0
3678,-23282.0
3679,-26519.0
3680,-30206.0
3681,-32626.0
3682,-33548.5
3683,-33455.0
3684,-33103.5
3685,-32154.5
3686,-31320.0
3687,-30865.5
3688,-31515.5
3689,-32504.0
3690,-32436.5
3691,-31801.5
3692,-30908.0
3693,-30793.5
3694,-29243.5
3695,-26390.0
3696,-23833.5
3697,-22883.0
3698,-21868.5
3699,-21215.5
3700,-20629.0
3701,-20087.5
3702,-21024.0
3703,-23318.0
3704,-26453.0
3705,-29883.5
3706,-32125.0
3707,-33207.5
3708,-33688.5
3709,-32962.5
3710,-32075.0
3711,-31899.5
3712,-32362.5
3713,-32999.0
3714,-32682.0
3715,-32231.0
3716,-31534.5
3717,-31153.0
3718,-29780.5
3719,-26604.5
3720,-23866.5
3721,-23046.0
3722,-22407.0
3723,-21746.5
3724,-21167.0
3725,-20865.5
3726,-22532.5
3727,-25257.0
3728,-28399.5
3729,-30956.5
3730,-32309.5
3731,-32692.0
3732,-32707.0
3733,-31962.0
3734,-31043.0
3735,-30627.0
3736,-31235.0
3737,-32071.0
3738,-31890.0
3739,-31159.0
3740,-30186.0
3741,-30209.0
3742,-30013.0
3743,-27671.5
3744,-24312.5
3745,-23220.0
3746,-22434.5
3747,-21892.0
3748,-21048.0
3749,-20794.0
3750,-22555.5
3751,-25366.0
3752,-28599.0
3753,-31376.0
3754,-32759.5
3755,-33496.0
3756,-33940.5
3757,-33339.0
3758,-32672.5
3759,-32591.5
3760,-33876.5
3761,-35379.0
3762,-35240.0
3763,-34331.0
3764,-33324.0
3765,-32659.5
3766,-30453.0
3767,-26413.0
3768,-23548.0
3769,-23043.0
3770,-22511.5
3771,-22162.0
3772,-21780.0
3773,-22195.5
3774,-26326.0
3775,-31559.0
3776,-35538.0
3777,-37402.0
3778,-37748.0
3779,-38131.5
3780,-38239.0
3781,-37767.5
3782,-37401.5
3783,-37466.0
3784,-38189.0
3785,-38667.5
3786,-37826.5
3787,-36192.5
3788,-34611.5
3789,-34073.5
3790,-32701.0
3791,-28413.5
3792,-25231.5
3793,-24379.5
3794,-23697.0
3795,-23246.5
3796,-22602.5
3797,-23008.5
3798,-26862.5
3799,-32122.0
3800,-35978.5
3801,-37895.0
3802,-38524.5
3803,-39066.5
3804,-39361.0
3805,-39059.5
3806,-38794.5
3807,-38846.5
3808,-39554.0
3809,-39856.0
3810,-38804.5
3811,-37197.0
3812,-35528.5
3813,-34538.5
3814,-32168.0
3815,-27796.5
3816,-24751.0
3817,-23971.0
3818,-23206.0
3819,-22649.5
3820,-22146.0
3821,-22646.0
3822,-26465.0
3823,-31726.0
3824,-35674.0
3825,-37709.0
3826,-38399.5
3827,-38857.0
3828,-38877.0
3829,-38051.5
3830,-37239.5
3831,-36885.5
3832,-37213.5
3833,-37558.0
3834,-36776.5
3835,-35511.5
3836,-33982.0
3837,-33150.5
3838,-31257.5
3839,-27664.0
3840,-24586.5
3841,-23670.5
3842,-22855.5
3843,-22209.0
3844,-21311.5
3845,-21016.5
3846,-22850.0
3847,-26093.5
3848,-29790.0
3849,-32435.0
3850,-33421.5
3851,-33649.0
3852,-33377.5
3853,-32493.5
3854,-31659.0
3855,-31201.0
3856,-31808.0
3857,-32951.0
3858,-32690.5
3859,-31998.0
3860,-30902.0
3861,-30726.5
3862,-30277.0
3863,-27319.0
3864,-24642.5
3865,-23694.0
3866,-22883.0
3867,-22139.5
3868,-21038.5
3869,-20573.5
3870,-21657.5
3871,-23759.5
3872,-26759.0
3873,-29772.0
3874,-31903.0
3875,-33000.0
3876,-33551.5
3877,-32984.0
3878,-32332.0
3879,-32281.5
3880,-33227.5
3881,-34085.5
3882,-33787.5
3883,-33311.5
3884,-32659.5
3885,-32309.0
3886,-30542.5
3887,-26641.0
3888,-23881.5
3889,-23368.5
3890,-23024.0
3891,-22604.5
3892,-22284.0
3893,-23019.5
3894,-27822.5
3895,-34486.5
3896,-37663.0
3897,-39251.0
3898,-39883.5
3899,-40471.5
3900,-40656.0
3901,-40153.5
3902,-39705.0
3903,-39713.0
3904,-40898.5
3905,-40801.0
3906,-39388.0
3907,-38501.5
3908,-36773.0
3909,-35599.0
3910,-32833.5
3911,-28527.5
3912,-25610.0
3913,-25093.5
3914,-24546.0
3915,-24087.5
3916,-23613.5
3917,-24184.0
3918,-28907.5
3919,-35366.0
3920,-38200.0
3921,-39290.0
3922,-39640.5
3923,-40016.5
3924,-40201.5
3925,-39599.0
3926,-39245.0
3927,-38968.5
3928,-40331.5
3929,-40653.5
3930,-39313.5
3931,-38208.5
3932,-36812.5
3933,-35704.0
3934,-33672.5
3935,-29196.5
3936,-26158.5
3937,-25503.5
3938,-24970.0
3939,-24517.5
3940,-23879.5
3941,-24465.5
3942,-29168.0
3943,-35556.5
3944,-38014.5
3945,-38941.5
3946,-39178.5
3947,-39467.5
3948,-39411.5
3949,-38982.0
3950,-38644.0
3951,-38561.0
3952,-39654.0
3953,-39926.0
3954,-38673.5
3955,-37651.5
3956,-36266.0
3957,-35252.0
3958,-33515.5
3959,-29097.5
3960,-25956.0
3961,-25312.5
3962,-24682.5
3963,-24237.0
3964,-23536.0
3965,-24125.5
3966,-28708.5
3967,-34954.0
3968,-37597.5
3969,-38555.0
3970,-38653.0
3971,-38839.0
3972,-38712.5
3973,-38084.5
3974,-37636.0
3975,-37454.5
3976,-38689.5
3977,-39240.5
3978,-38342.5
3979,-37656.0
3980,-36454.0
3981,-35202.0
3982,-32268.0
3983,-28101.0
3984,-25093.0
3985,-24361.5
3986,-23793.5
3987,-23361.0
3988,-22832.5
3989,-23529.0
3990,-28089.0
3991,-34567.0
3992,-37270.5
3993,-38382.5
3994,-38787.0
3995,-38996.0
3996,-38971.5
3997,-38181.0
3998,-37498.0
3999,-37035.0
4000,-37816.5
4001,-38285.5
4002,-37200.5
4003,-35688.0
4004,-33707.0
4005,-32802.0
4006,-31936.0
4007,-28514.5
4008,-25431.5
4009,-24422.5
4010,-23541.0
4011,-22755.5
4012,-21985.5
4013,-21543.0
4014,-23543.0
4015,-26761.5
4016,-30550.5
4017,-33137.0
4018,-34165.0
4019,-34404.0
4020,-33948.5
4021,-33094.5
4022,-32082.5
4023,-31834.5
4024,-32507.0
4025,-33677.5
4026,-33705.0
4027,-32869.5
4028,-31677.0
4029,-30953.5
4030,-29835.5
4031,-26790.0
4032,-24154.0
4033,-23273.0
4034,-22476.5
4035,-21805.0
4036,-20908.0
4037,-20429.5
4038,-21582.0
4039,-23912.5
4040,-27207.0
4041,-30332.5
4042,-32413.0
4043,-33454.5
4044,-33768.5
4045,-32733.5
4046,-31930.5
4047,-31789.5
4048,-32396.5
4049,-33044.5
4050,-33010.0
4051,-32860.5
4052,-32661.0
4053,-32321.5
4054,-31035.0
4055,-27296.5
4056,-24451.5
4057,-24011.5
4058,-23399.5
4059,-23090.5
4060,-22710.0
4061,-23452.5
4062,-28172.5
4063,-34650.5
4064,-37442.5
4065,-38534.0
4066,-38821.5
4067,-39173.0
4068,-39134.0
4069,-38392.5
4070,-37993.5
4071,-37849.0
4072,-38812.0
4073,-39024.0
4074,-37741.5
4075,-36601.0
4076,-35222.5
4077,-34171.0
4078,-32746.5
4079,-28443.5
4080,-25477.5
4081,-24769.0
4082,-24085.0
4083,-23520.0
4084,-22967.0
4085,-23730.5
4086,-28503.5
4087,-34622.5
4088,-37310.0
4089,-38220.0
4090,-38480.5
4091,-38657.0
4092,-38549.0
4093,-38004.0
4094,-37609.0
4095,-37547.0
4096,-38570.5
4097,-38850.5
4098,-37720.5
4099,-36730.0
4100,-34648.5
4101,-33529.5
4102,-32929.5
4103,-28807.0
4104,-25763.5
4105,-24864.5
4106,-24152.5
4107,-23765.0
4108,-23088.0
4109,-23911.0
4110,-28580.5
4111,-34644.0
4112,-37430.0
4113,-38333.0
4114,-38417.5
4115,-38766.0
4116,-38661.5
4117,-38299.5
4118,-37878.0
4119,-37717.0
4120,-38806.5
4121,-38766.0
4122,-37347.0
4123,-36111.0
4124,-34542.5
4125,-34066.5
4126,-32415.5
4127,-28229.5
4128,-25106.5
4129,-24197.0
4130,-23506.5
4131,-23117.5
4132,-22753.0
4133,-23452.0
4134,-28062.0
4135,-34543.0
4136,-37549.5
4137,-38982.5
4138,-39476.0
4139,-40043.5
4140,-40343.0
4141,-39822.0
4142,-39369.0
4143,-39398.0
4144,-40221.0
4145,-40070.5
4146,-39208.5
4147,-37841.5
4148,-36190.0
4149,-34966.5
4150,-32437.5
4151,-28078.0
4152,-25001.0
4153,-24140.0
4154,-23402.5
4155,-22970.5
4156,-22440.0
4157,-22970.0
4158,-27441.0
4159,-33950.5
4160,-37055.0
4161,-38427.0
4162,-38845.5
4163,-39301.0
4164,-39166.0
4165,-38287.0
4166,-37367.5
4167,-36806.5
4168,-37477.5
4169,-37417.0
4170,-36314.0
4171,-34761.0
4172,-33088.5
4173,-32260.5
4174,-30970.0
4175,-27386.0
4176,-24308.0
4177,-23292.0
4178,-22382.5
4179,-21684.5
4180,-20738.5
4181,-20503.0
4182,-22604.0
4183,-25945.0
4184,-29590.5
4185,-31904.5
4186,-32725.0
4187,-32898.5
4188,-32624.5
4189,-31812.5
4190,-31030.5
4191,-30642.5
4192,-31419.0
4193,-32602.5
4194,-32648.0
4195,-31881.0
4196,-30965.0
4197,-30447.0
4198,-29373.5
4199,-26650.5
4200,-24065.5
4201,-23222.0
4202,-22370.0
4203,-21572.5
4204,-20786.5
4205,-20236.0
4206,-21205.0
4207,-23526.5
4208,-26639.0
4209,-29915.0
4210,-32099.0
4211,-33009.0
4212,-33498.0
4213,-32597.0
4214,-31634.0
4215,-31406.0
4216,-31943.5
4217,-32544.0
4218,-32283.0
4219,-31619.5
4220,-30369.0
4221,-29865.5
4222,-29983.0
4223,-26763.5
4224,-23653.5
4225,-22959.0
4226,-22308.0
4227,-21981.5
4228,-21504.0
4229,-22343.0
4230,-27141.5
4231,-33727.5
4232,-36764.5
4233,-38132.0
4234,-38616.5
4235,-39090.0
4236,-39111.5
4237,-38481.0
4238,-38132.0
4239,-37996.0
4240,-38893.0
4241,-39127.0
4242,-37737.5
4243,-36420.0
4244,-34994.5
4245,-34192.5
4246,-32693.0
4247,-28659.0
4248,-25601.0
4249,-24757.5
4250,-24048.0
4251,-23587.0
4252,-23013.0
4253,-23649.5
4254,-28250.5
4255,-34564.0
4256,-37271.0
4257,-38411.5
4258,-38763.0
4259,-39160.5
4260,-39358.5
4261,-39042.5
4262,-38769.5
4263,-38864.5
4264,-40041.0
4265,-40238.0
4266,-38944.5
4267,-37521.0
4268,-36163.5
4269,-35042.0
4270,-33026.5
4271,-28684.0
4272,-25678.0
4273,-24737.0
4274,-24012.5
4275,-23627.5
4276,-23285.5
4277,-23668.0
4278,-28575.0
4279,-35003.5
4280,-37909.0
4281,-39221.5
4282,-39600.5
4283,-40024.0
4284,-40076.5
4285,-39685.0
4286,-39363.5
4287,-39154.0
4288,-40117.0
4289,-40105.5
4290,-38603.0
4291,-37247.0
4292,-35896.5
4293,-34851.0
4294,-33571.0
4295,-29396.5
4296,-26228.5
4297,-25087.0
4298,-24160.0
4299,-23662.0
4300,-23429.5
4301,-23959.0
4302,-28531.0
4303,-34829.0
4304,-38008.5
4305,-39689.5
4306,-40294.0
4307,-40450.0
4308,-40573.5
4309,-40089.0
4310,-39831.0
4311,-39656.5
4312,-40406.0
4313,-39757.0
4314,-37945.5
4315,-36157.5
4316,-34681.5
4317,-33547.0
4318,-32528.5
4319,-28415.5
4320,-25198.5
4321,-23947.0
4322,-23177.5
4323,-22765.5
4324,-22162.0
4325,-22717.0
4326,-27124.0
4327,-33108.0
4328,-36217.0
4329,-37538.5
4330,-37911.0
4331,-38219.5
4332,-38096.0
4333,-37107.5
4334,-36330.5
4335,-35845.5
4336,-36651.0
4337,-36655.5
4338,-35382.5
4339,-34111.5
4340,-32649.5
4341,-31836.0
4342,-30716.5
4343,-27666.5
4344,-24753.5
4345,-23464.5
4346,-22405.5
4347,-21796.0
4348,-21011.5
4349,-20853.0
4350,-22845.5
4351,-26060.0
4352,-30003.0
4353,-32272.0
4354,-32953.5
4355,-32894.5
4356,-32469.0
4357,-31451.0
4358,-30549.0
4359,-30274.0
4360,-30958.5
4361,-31939.5
4362,-31705.5
4363,-30853.5
4364,-29592.5
4365,-29283.5
4366,-28951.5
4367,-26446.0
4368,-23769.5
4369,-22514.0
4370,-21459.5
4371,-20821.5
4372,-19922.5
4373,-19360.5
4374,-20480.5
4375,-22584.0
4376,-25668.0
4377,-28705.5
4378,-30846.5
4379,-31879.0
4380,-32198.0
4381,-31379.0
4382,-30509.5
4383,-30463.5
4384,-31033.5
4385,-31670.5
4386,-31667.0
4387,-31360.0
4388,-30583.0
4389,-30235.5
4390,-29602.0
4391,-25798.0
4392,-23113.5
4393,-22427.5
4394,-21882.5
4395,-21516.0
4396,-21277.5
4397,-21973.5
4398,-26772.0
4399,-33290.5
4400,-36596.0
4401,-38202.5
4402,-38938.5
4403,-39363.5
4404,-39683.0
4405,-39326.5
4406,-38860.0
4407,-38899.5
4408,-40093.0
4409,-40461.5
4410,-39051.0
4411,-37678.5
4412,-36105.5
4413,-34757.5
4414,-32452.0
4415,-28249.5
4416,-25213.5
4417,-24350.5
4418,-23613.0
4419,-23310.0
4420,-23023.5
4421,-23697.5
4422,-28134.0
4423,-34314.0
4424,-37437.5
4425,-38881.0
4426,-39423.5
4427,-39731.5
4428,-40023.5
4429,-39639.0
4430,-39282.0
4431,-39194.0
4432,-40394.0
4433,-40598.0
4434,-39341.5
4435,-37897.5
4436,-36436.5
4437,-35342.0
4438,-32800.5
4439,-28464.5
4440,-25330.0
4441,-24344.5
4442,-23583.5
4443,-23236.0
4444,-23015.0
4445,-23619.5
4446,-28181.5
4447,-34544.5
4448,-37721.0
4449,-39127.0
4450,-39613.5
4451,-40098.0
4452,-40159.5
4453,-39697.5
4454,-39300.5
4455,-39261.0
4456,-40186.5
4457,-40034.5
4458,-38588.0
4459,-37234.0
4460,-35566.0
4461,-34836.5
4462,-33150.5
4463,-28840.5
4464,-25570.5
4465,-24585.0
4466,-23815.5
4467,-23360.0
4468,-22983.5
4469,-23460.5
4470,-27956.5
4471,-34202.5
4472,-37387.0
4473,-38623.5
4474,-39056.0
4475,-39407.5
4476,-39399.5
4477,-38951.0
4478,-38642.0
4479,-38660.5
4480,-39501.5
4481,-39349.0
4482,-37944.5
4483,-36705.0
4484,-35068.0
4485,-34655.0
4486,-32942.5
4487,-28809.5
4488,-25558.0
4489,-24523.5
4490,-23731.0
4491,-23280.5
4492,-23008.0
4493,-23503.0
4494,-27650.0
4495,-33815.0
4496,-37360.5
4497,-39076.5
4498,-39438.5
4499,-39842.5
4500,-39871.5
4501,-39216.5
4502,-38390.0
4503,-37948.5
4504,-38767.5
4505,-38658.5
4506,-37033.0
4507,-35574.0
4508,-33625.0
4509,-32899.5
4510,-31505.5
4511,-28057.0
4512,-24985.0
4513,-23779.5
4514,-22697.5
4515,-22086.0
4516,-21397.0
4517,-21083.5
4518,-22975.5
4519,-26246.0
4520,-30270.0
4521,-33035.0
4522,-33950.5
4523,-34112.0
4524,-33862.0
4525,-32931.0
4526,-31981.5
4527,-31599.0
4528,-32162.5
4529,-33281.5
4530,-32927.0
4531,-32038.5
4532,-30869.5
4533,-30412.5
4534,-29678.0
4535,-26839.0
4536,-24214.5
4537,-23036.5
4538,-21997.5
4539,-21381.0
4540,-20760.0
4541,-20112.0
4542,-21146.5
4543,-23214.0
4544,-26480.5
4545,-29784.5
4546,-32010.0
4547,-33295.5
4548,-33791.0
4549,-33116.0
4550,-32191.0
4551,-32116.5
4552,-32880.0
4553,-33147.5
4554,-32630.0
4555,-32213.5
4556,-31535.5
4557,-31347.0
4558,-30132.0
4559,-26439.0
4560,-23739.5
4561,-22870.0
4562,-22196.0
4563,-21791.5
4564,-21668.0
4565,-22315.5
4566,-27041.5
4567,-33507.5
4568,-36865.0
4569,-38438.5
4570,-38878.5
4571,-39420.0
4572,-39614.5
4573,-39072.0
4574,-38646.0
4575,-38626.0
4576,-39621.5
4577,-39764.5
4578,-38551.5
4579,-36982.0
4580,-35486.0
4581,-34713.0
4582,-32650.0
4583,-28366.5
4584,-25366.0
4585,-24408.0
4586,-23668.0
4587,-23245.0
4588,-23120.0
4589,-23549.5
4590,-28100.5
4591,-34320.5
4592,-37424.5
4593,-38845.5
4594,-39190.5
4595,-39624.0
4596,-39665.5
4597,-39240.0
4598,-38880.0
4599,-38915.5
4600,-39880.5
4601,-39903.5
4602,-38763.5
4603,-37438.5
4604,-35960.5
4605,-34902.0
4606,-32739.5
4607,-28454.5
4608,-25456.5
4609,-24435.0
4610,-23691.5
4611,-23271.5
4612,-23046.5
4613,-23382.0
4614,-27852.0
4615,-33878.5
4616,-37016.0
4617,-38101.5
4618,-38586.5
4619,-39128.5
4620,-39002.0
4621,-38358.0
4622,-37746.5
4623,-37662.0
4624,-38557.0
4625,-38624.5
4626,-37471.0
4627,-36370.5
4628,-35125.0
4629,-34320.0
4630,-32697.5
4631,-28322.0
4632,-25206.5
4633,-24146.5
4634,-23424.0
4635,-23116.0
4636,-22895.0
4637,-23250.5
4638,-27771.0
4639,-33876.5
4640,-36946.5
4641,-38125.0
4642,-38402.5
4643,-38792.0
4644,-38901.5
4645,-38400.5
4646,-38011.5
4647,-37887.5
4648,-39036.5
4649,-39231.5
4650,-38469.5
4651,-37167.5
4652,-35749.5
4653,-34944.0
4654,-32672.5
4655,-28398.0
4656,-25364.0
4657,-24240.0
4658,-23536.0
4659,-23108.5
4660,-22904.5
4661,-23281.5
4662,-27482.0
4663,-33634.0
4664,-36802.0
4665,-38145.0
4666,-38572.5
4667,-38853.5
4668,-38809.5
4669,-38013.0
4670,-37377.0
4671,-36880.0
4672,-37478.5
4673,-37786.0
4674,-36785.0
4675,-35665.5
4676,-33983.0
4677,-33160.0
4678,-31608.0
4679,-28163.5
4680,-25233.0
4681,-23958.5
4682,-23054.0
4683,-22465.0
4684,-22012.0
4685,-21654.5
4686,-23474.0
4687,-26771.0
4688,-30480.5
4689,-32952.0
4690,-34095.0
4691,-34341.0
4692,-34031.0
4693,-32840.5
4694,-31922.5
4695,-31640.0
4696,-32294.5
4697,-33248.0
4698,-32863.0
4699,-31745.5
4700,-30804.0
4701,-30620.5
4702,-29523.0
4703,-26795.5
4704,-23907.5
4705,-22800.5
4706,-21823.0
4707,-21169.0
4708,-20489.0
4709,-19829.5
4710,-20916.0
4711,-23083.5
4712,-26248.5
4713,-29231.0
4714,-31094.0
4715,-32005.5
4716,-32339.5
4717,-31466.0
4718,-30580.5
4719,-30251.5
4720,-30744.5
4721,-31391.5
4722,-31176.0
4723,-30690.5
4724,-30527.0
4725,-30657.5
4726,-29606.5
4727,-25875.0
4728,-23108.5
4729,-22361.5
4730,-21787.0
4731,-21491.5
4732,-21386.5
4733,-22040.5
4734,-26571.0
4735,-32915.0
4736,-36487.0
4737,-38203.5
4738,-38915.0
4739,-39573.0
4740,-39652.5
4741,-39100.0
4742,-38753.0
4743,-38654.0
4744,-39852.0
4745,-40083.0
4746,-38886.5
4747,-37219.0
4748,-35457.0
4749,-34635.5
4750,-32168.0
4751,-28117.5
4752,-24986.5
4753,-24071.5
4754,-23341.0
4755,-22966.0
4756,-22802.0
4757,-23217.5
4758,-27626.0
4759,-33737.0
4760,-37016.0
4761,-38258.5
4762,-38530.0
4763,-38890.5
4764,-38731.0
4765,-38451.5
4766,-38151.0
4767,-38289.5
4768,-39544.5
4769,-39531.0
4770,-38442.0
4771,-36925.5
4772,-35444.5
4773,-34981.0
