,Z1_1,Z1_2,Z1_3,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9
8638,-22.130930815720205,-17.268199846394893,-179.4445444838073,-540.0396491919421,-4081.906120108388,-2378.7450042582573,-3077.125967043945,-5379.183353375888,-881.9616355629221,-1972.89939920758,-1409.1854451207473,-334.4543162094401,-451.1215628805298,-57.86901158452832,-1167.9691862627678,-164.75970824467663,-1135.8579077557613,-2479.850445787365,-3889.2276122593457
8639,-20.89217846797827,-16.301633040908154,-169.40035101450673,-509.8115765961405,-3853.426313648792,-2245.5976015014235,-2904.887526297215,-5078.0900074423525,-832.5948892760538,-1862.4687181405607,-1330.3079775129622,-315.7336364121594,-425.8705736750365,-54.62986296675215,-1102.593509856716,-155.53748089686007,-1072.2796217067064,-2341.0437870278547,-3671.532754519027
8640,-20.537662189930288,-16.02501304741994,-166.52582158074128,-501.16065955952536,-3788.0380940076093,-2207.492388830665,-2855.5949206673467,-4991.9206512026285,-818.4667100763437,-1830.8647626723464,-1307.7341787313615,-310.37599916016325,-418.6440390682774,-53.70285692384818,-1083.8837641060093,-152.89818845021415,-1054.0842678283732,-2301.318962189865,-3609.2310597073383
8641,-20.00981023958066,-15.613143657747814,-162.24583202340662,-488.2800001572733,-3690.679237998138,-2150.7561764979127,-2782.2013993238206,-4863.620018571724,-797.4307593817282,-1783.8085044251513,-1274.1232433484304,-302.3988216711531,-407.88419354736,-52.32260451223246,-1056.0261553117537,-148.96845164609329,-1026.9925554679044,-2242.1712514458395,-3516.4678407727556
8642,-19.084855229626182,-14.891424897076776,-154.7460060191882,-465.7092197751247,-3520.077307722517,-2051.3373076119287,-2653.5939266794007,-4638.798810932572,-760.5694614908099,-1701.3518197683545,-1215.226798898227,-288.4204129926045,-389.029715479567,-49.90398811367582,-1007.2112654500572,-142.08237356611932,-979.5197459813363,-2138.526713723117,-3353.918845668706
8643,-18.277947789601267,-14.261815638979261,-148.20334682326262,-446.01903979716,-3371.2484832494383,-1964.6067919440268,-2541.400008702037,-4442.670455318447,-728.4125941869389,-1629.4186861420694,-1163.847025064446,-276.2260015444362,-372.5815439826232,-47.79404812139701,-964.6263857645712,-136.07513259166703,-938.1056633920848,-2048.109831057091,-3212.115198889729
8644,-17.50279365161438,-13.656982671130955,-141.91815338273227,-427.10370486462415,-3228.276348628309,-1881.2892826797229,-2433.621129163599,-4254.260113698398,-697.5211591612299,-1560.3162545334858,-1114.4891404787545,-264.51146276899664,-356.78063849366094,-45.767138175110645,-923.7172999555968,-130.30428767407977,-898.3213016454657,-1961.2510201626446,-3075.891788210849
8645,-17.366814805239812,-13.550881851710818,-140.81559414786332,-423.78554490537454,-3203.195935615254,-1866.673584669021,-2414.7143763192653,-4221.208853770832,-692.1021315229849,-1548.1941894223896,-1105.8306971104694,-262.45647861754605,-354.00881700065764,-45.41157421344885,-916.5409591197093,-129.29195632468134,-891.3422618017215,-1946.0141010467034,-3051.995247735133
8646,-18.203607706006387,-14.203809971219352,-147.60057405474907,-444.20499080844917,-3357.536938772521,-1956.616341657956,-2531.063624592086,-4424.601222555851,-725.4499939121845,-1622.7915131829816,-1159.1134255306854,-275.10253493416513,-371.06618003452525,-47.599660131367614,-960.7030565713247,-135.5216877055948,-934.2901993016859,-2039.7797571448043,-3199.0508814318505
8647,-19.02433717162432,-14.844204202719462,-154.25530657949378,-464.2324562767773,-3508.915145887036,-2044.8325189368359,-2645.179382831098,-4624.089184261512,-758.1576964430195,-1695.9568347463833,-1211.373315860693,-287.50583213399193,-387.79610261729624,-49.745742614254894,-1004.0173994736458,-141.63183049303538,-976.4136897871423,-2131.745447523165,-3343.2835721602833
8648,-20.36133797155448,-15.887431765094929,-165.09612938607606,-496.8579906013775,-3755.516239770901,-2188.5401650365675,-2831.078471924145,-4949.0629734943595,-811.4398390729053,-1815.146040879936,-1296.5067466713874,-307.71129443630423,-415.0498090004267,-53.24179596257243,-1074.5781792858477,-151.58549505209308,-1045.0345238551663,-2281.561198940622,-3578.244336892672
8649,-22.842204781371798,-17.82318874797715,-185.21177740466027,-557.3961782095556,-4213.0959727920645,-2455.196347698853,-3176.0228280758424,-5552.066866843153,-910.3073185937413,-2036.3071244040839,-1454.4757642779316,-345.20346407856636,-465.6203214593174,-59.72888461475928,-1205.5069690966413,-170.0549799184531,-1172.3636546307312,-2559.551253470751,-4014.224900901556
8650,-24.603952692092854,-19.19783562815672,-199.49658331576444,-600.3864044947787,-4538.038906224953,-2644.5579735737715,-3420.9795489930834,-5980.280443267323,-980.5164788738592,-2193.361132821472,-1566.6549371483518,-371.82792907373397,-501.532162560978,-64.33558693123467,-1298.483956409953,-183.1707893793405,-1262.784401617264,-2756.961447291574,-4323.829529702324
8651,-25.504999333454,-19.900899299698946,-206.80255275121468,-622.3737721368396,-4704.231093553224,-2741.4070494029284,-3546.2627574011385,-6199.29044036976,-1016.4249806965147,-2273.6864653708235,-1624.0290179294063,-385.44502185752197,-519.8992873992319,-66.69168658927934,-1346.037072058746,-189.87887513414557,-1309.0301271752614,-2857.9269662686365,-4482.176935272182
8652,-26.37093055844369,-20.576563309083227,-213.8237953512867,-643.5042523168963,-4863.9464709275735,-2834.481741679871,-3666.6634527120304,-6409.765221996399,-1050.9340632939095,-2350.8813745123653,-1679.1671270713987,-398.5314319208805,-537.5506121816003,-68.95596478469706,-1391.7369568323372,-196.32553466135872,-1353.4735732131714,-2954.95767646301,-4634.353256213696
8653,-26.379149060147647,-20.582975995971253,-213.8904335468008,-643.7048004463016,-4865.462320065726,-2835.3651080431555,-3667.8061685432813,-6411.762825618393,-1051.2615869423748,-2351.614026799299,-1679.6904395826687,-398.65563425970436,-537.7181398542543,-68.97745491424804,-1392.1706917180227,-196.38671952313555,-1353.8953833136175,-2955.878589156831,-4635.797552616074
8654,-26.422482978223066,-20.616788345017234,-214.24179857769303,-644.7622360377109,-4873.454979157797,-2840.0228579586537,-3673.831397471695,-6422.295644716191,-1052.9885298161012,-2355.4771024940437,-1682.449723733001,-399.3105193189578,-538.6014675827939,-69.09076650642598,-1394.4576574789096,-196.70933061250423,-1356.1194729341514,-2960.7343106333396,-4643.412933646798
8655,-26.785217757975,-20.899821025393475,-217.18296620697254,-653.6137012037311,-4940.3590479371305,-2879.0114369926973,-3724.2667189328163,-6510.462604577911,-1067.4442326642766,-2387.8137102491933,-1705.5468350258718,-404.792358909778,-545.995529862207,-70.03926267888095,-1413.6011381153023,-199.40980792092705,-1374.7366369129306,-3001.3800481651506,-4707.158924860865
8656,-28.1472476312763,-21.96257813420068,-228.22673260898398,-686.8499957406108,-5191.576591469004,-3025.409335198794,-3913.645897148308,-6841.520004841379,-1121.723833678125,-2509.234175620228,-1792.2739903027066,-425.3760737894178,-573.7594341575112,-73.60076323992195,-1485.482837806637,-209.549808195396,-1444.6420744686764,-3154.0003973319704,-4946.518228636862
8657,-28.571994742067194,-22.29399745200477,-231.670715713506,-697.2146877012339,-5269.918431018027,-3071.0633149739806,-3972.703528972503,-6944.7597920327025,-1138.650851328357,-2547.098977904064,-1819.319732362433,-431.7950764822731,-582.4175688760414,-74.71141220807979,-1507.8990453077472,-212.7119530972257,-1466.4419873871855,-3201.594839735337,-5021.16209270524
8658,-27.7239947935225,-21.632324759467114,-224.79486554001,-676.521767076243,-5113.51036085419,-2979.915967489658,-3854.796031838886,-6738.643418308601,-1104.8563657821594,-2471.502582843107,-1765.3233959723025,-418.97965333998496,-565.1317590158274,-72.49402156804607,-1463.1454911938333,-206.3987878138893,-1422.918854295703,-3106.5733936002075,-4872.13696391437
8659,-26.73441247471417,-20.860178960994748,-216.7710209983402,-652.3739491310445,-4930.988344174011,-2873.5506267469395,-3717.2026574305373,-6498.113782187393,-1065.4195410192176,-2383.284587020872,-1702.3118122289304,-404.024562633412,-544.9599042494366,-69.90641460529302,-1410.9198679128824,-199.031574229943,-1372.1290835647185,-2995.687133330623,-4698.230547100708
8660,-25.75641077194324,-20.097069221319146,-208.84107573216735,-628.508721731826,-4750.602296733956,-2768.430029516122,-3581.2194735116773,-6260.398951169904,-1026.4442268518412,-2296.09896487568,-1640.0376233878021,-389.24448431336333,-525.0241112036039,-67.34908918872547,-1359.305416516307,-191.7505756785004,-1321.9336816116347,-2886.098522765968,-4526.359275217669
8661,-24.227769455007163,-18.90430946014552,-196.44637136655282,-591.2067696624591,-4468.654357037735,-2604.123885945264,-3368.6743288990074,-5888.844677478703,-965.5248282372861,-2159.8256395058847,-1542.7014962915848,-366.1428492921109,-493.8639640899491,-63.35192509224171,-1278.6307277788026,-180.37019138801026,-1243.4770029286638,-2714.8087617153296,-4257.720144375273
8662,-22.86984883255784,-17.844758694782342,-185.43592406229843,-558.0707491902822,-4218.194738074939,-2458.167670920809,-3179.86650859914,-5558.786079026229,-911.4089890476704,-2038.7715002783173,-1456.235997270385,-345.62123558188324,-466.1838236309719,-59.801169595976226,-1206.9658955303107,-170.26078354442967,-1173.7824704231407,-2562.64886889542,-4019.0829888004655
8663,-21.126032198281784,-16.484103131449377,-171.2965105777703,-515.5180824601247,-3896.559111852564,-2270.733389838509,-2937.402985859173,-5134.930910504595,-841.9144258187497,-1883.3160059415125,-1345.1985971518266,-319.26775750778614,-430.6374974514656,-55.241354834884795,-1114.9352388766763,-157.27846832741898,-1084.2820363830358,-2367.247939133842,-3712.6295521503416
8664,-20.742751164269954,-16.185038733853062,-168.1887474597057,-506.16524697059134,-3825.865420227851,-2229.5363948962563,-2884.1108748199267,-5041.769941587887,-826.639913849411,-1849.147767469027,-1320.7932045807809,-313.47541206990604,-422.82461599041727,-54.23913333855237,-1094.7074210260705,-154.42502886455412,-1064.6103471531412,-2324.2999198674797,-3645.272819930328
8665,-20.32360757736813,-15.857991702563515,-164.79019948848878,-495.93729237092634,-3748.557114182113,-2184.484710368763,-2825.832367426129,-4939.892156866104,-809.9362077776781,-1811.7825008353727,-1294.1042665060115,-307.14109278988525,-414.28070468506036,-53.14313673145199,-1072.5869418561092,-151.30460091393584,-1043.0980320303909,-2277.333372482627,-3571.613703409025
8666,-19.588051674863934,-15.284056226084811,-158.82608098998068,-477.98823478916114,-3612.888616317535,-2105.423420854828,-2723.559300529172,-4761.10663269749,-780.6228412400293,-1746.2101211547465,-1247.2677967473478,-296.02498346514284,-399.2869779825223,-51.21977013663857,-1033.7676695872563,-145.8285557849097,-1005.3460280404668,-2194.91168638568,-3442.3491753961516
8667,-18.90741030647256,-14.752969157448847,-153.30722679786197,-461.37920334478514,-3487.34874678515,-2032.2646247682928,-2628.921653050119,-4595.668732730392,-753.4979281716716,-1685.5331908459075,-1203.928006041261,-285.73877158617864,-385.41264072908166,-49.43999668018858,-997.8465349636656,-140.76133677775596,-970.4124824489778,-2118.643371470172,-3322.7351733446253
8668,-18.2110790711918,-14.209639686572109,-147.66115423248914,-444.38730728972666,-3358.9149834435675,-1957.4194019882143,-2532.1024571659505,-4426.417225848573,-725.7477426835164,-1623.457560716558,-1159.589164177295,-275.21544615127783,-371.2184779187562,-47.61919661277761,-961.0973610128572,-135.5773103072101,-934.6736630293643,-2040.616950502824,-3200.363878161285
8669,-18.519272885090203,-14.45011544487324,-150.16008656426632,-451.9078621424217,-3415.7593261242573,-1990.5456406113715,-2574.95430083786,-4501.327361673412,-738.0298795009671,-1650.9320214765976,-1179.2133833499195,-279.8730338571754,-377.5007656432832,-48.425076470939636,-977.3624192260637,-137.87174262384121,-950.4915417960924,-2075.151176521097,-3254.5249932504785
8670,-20.588841041450387,-16.06494659758631,-166.94079579826064,-502.4095274562758,-3797.4777000042823,-2212.9933520929344,-2862.7109237983173,-5004.360273757785,-820.5062891599689,-1835.4271882773469,-1310.9929884606338,-311.14944099738506,-419.6872795752595,-53.8366818215066,-1086.5847495305054,-153.27920327127896,-1056.7109943629694,-2307.053736692293,-3618.225087303968
8671,-22.798123726777845,-17.788793427395895,-184.854354355994,-556.3205109700186,-4204.9655092328885,-2450.4582917503285,-3169.8937158900408,-5541.352447416085,-908.5506008428816,-2032.3774439559809,-1451.668906262938,-344.53728789760163,-464.7217639423546,-59.613619374440326,-1203.1805728916008,-169.72680656892285,-1170.1012186374296,-2554.61181265844,-4006.4782201978887
8672,-25.166172922295388,-19.636521708451518,-204.05524169070333,-614.1057197109071,-4641.7367677212405,-2704.9882634257124,-3499.151700176385,-6116.934691044758,-1002.9220739166024,-2243.4812097231197,-1602.4542703056852,-380.32449816146243,-512.9925783493578,-65.80570715733634,-1328.1553656352569,-187.35639015089177,-1291.640047125053,-2819.9602474824856,-4422.632533592306
8673,-27.64666616385345,-21.571987205566106,-224.16786070040047,-674.6347914950213,-5099.247598508853,-2971.6042930714843,-3844.044114699389,-6719.847784228915,-1101.7746659988718,-2464.6089908705885,-1760.3995009798984,-417.8110222428689,-563.5554759140367,-72.2918189854527,-1459.064440223974,-205.82309388717098,-1418.9500047142335,-3097.908442344713,-4858.547447764719
8674,-29.12450219752869,-22.725104902340995,-236.15061985738282,-710.6969914917015,-5371.8248344419535,-3130.449626396586,-4049.525197809781,-7079.053235529597,-1160.6693729683686,-2596.353193012062,-1854.500605279174,-440.14486098775495,-593.679997414921,-76.15613500834849,-1537.0578587590592,-216.8252444866771,-1494.7991300489925,-3263.505288560824,-5118.258200846957
8675,-29.5989338868026,-23.09529182724092,-239.997461143876,-722.2740880528198,-5459.330671053441,-3181.4439573679906,-4115.491066250174,-7194.3694446175305,-1179.576419947959,-2638.647211394183,-1884.7100093388503,-447.31472327440963,-603.3509130635871,-77.3967015778828,-1562.096190796359,-220.35727968924857,-1519.1490767565615,-3316.667066795015,-5201.633493166078
8676,-29.84586250618059,-23.287963919649467,-241.99963601818482,-728.2996477590393,-5504.875047431546,-3207.985101283029,-4149.824482816395,-7254.388353442038,-1189.4170168404862,-2660.660082378893,-1900.4331716092804,-451.0464389999833,-608.3843581374202,-78.04238228848293,-1575.1279525890009,-222.1956066726342,-1531.822552956328,-3344.3363072775346,-5245.028035073904
8677,-29.697555907250088,-23.172244069897285,-240.79711949004474,-724.6806656056822,-5477.520860711261,-3192.044353727401,-4129.203656225185,-7218.340688081479,-1183.5067037295432,-2647.439038837396,-1890.98975947409,-448.8051513402968,-605.3612451354358,-77.65458313249466,-1567.3010094245853,-221.09149803057045,-1524.2107979619147,-3327.718019120863,-5218.965049994619
8678,-29.626951506247917,-23.11715325981375,-240.2246368104012,-722.9577748576103,-5464.498338569867,-3184.45543360646,-4119.386688402166,-7201.179456965243,-1180.6929778404547,-2641.144889645096,-1886.4940292636347,-447.73814033858207,-603.9220301294531,-77.46996338317025,-1563.574832452105,-220.5658644453059,-1520.5870657353553,-3319.806541887585,-5206.557230901459
8679,-30.127532973670768,-23.50774418844832,-244.28350871898468,-735.1729791031995,-5556.8273315300185,-3238.260475733769,-4188.988470851085,-7322.851677577709,-1200.6421455197078,-2685.770074394736,-1918.3685185864426,-455.30319188513084,-614.1259883729275,-78.7789076376395,-1589.993230034768,-224.29257875353096,-1546.2791354897986,-3375.898496874843,-5294.528011773603
8680,-32.779494046234106,-25.577001652908624,-265.78644280781606,-799.8862141326313,-6045.964287518158,-3523.306739958971,-4557.722092944279,-7967.442046329868,-1306.3280719040495,-2922.18364643779,-2087.2319512003346,-495.38102839927325,-668.1841223807072,-85.7133817141151,-1729.9515915566508,-244.0358211968813,-1682.3895856291952,-3673.060279303601,-5760.576200886548
8681,-34.246870168649785,-26.721957748189663,-277.68438971596225,-835.6931710555231,-6316.612260911795,-3681.0277888217106,-4761.74881045126,-8324.105093020738,-1364.8059305936813,-3052.9953820322557,-2180.667021394357,-517.5567914402018,-698.0954268436681,-89.55034666303693,-1807.3929838735908,-254.96010015412602,-1757.7018617452045,-3837.485054818485,-6018.448758547577
8682,-33.41866933784644,-26.0757338013368,-270.9690770134775,-815.4833891059174,-6163.856009126232,-3592.0085512125725,-4646.594219638385,-8122.801128022354,-1331.800479291514,-2979.1640129352777,-2127.931392417741,-505.0405830232622,-681.2132063766659,-87.38472769873968,-1763.6843365297375,-248.7943347650701,-1715.19490753207,-3744.682171082106,-5872.9030710897105
8683,-32.00546061302504,-24.973043142363228,-259.5103363939466,-780.9982266722873,-5903.198859597685,-3440.109689744205,-4450.09903829192,-7779.304105203728,-1275.4812991940405,-2853.1811219592432,-2037.945427411634,-483.6834263064006,-652.4060615743797,-83.68940224004024,-1689.101651413907,-238.27331966953636,-1642.6627434417276,-3586.327047412857,-5624.549739717084
8684,-29.996784082925988,-23.40572416977511,-243.2233556085338,-731.9824406808441,-5532.711549786694,-3224.2069199542493,-4170.808900808457,-7291.07161995505,-1195.4315420213957,-2674.1142425571434,-1910.043092270784,-453.32724558565917,-611.4607753988857,-78.4370192129647,-1583.092902307953,-223.3191832252633,-1539.5685202554293,-3361.247613109514,-5271.55056900849
8685,-27.926842358306537,-21.790601531294406,-226.4396173656524,-681.4716595429259,-5150.924273673117,-3001.719055456173,-3883.0003362193065,-6787.947907706041,-1112.9402449238266,-2489.585773379715,-1778.239700227739,-422.045192884594,-569.2666465726979,-73.02443703832726,-1473.8508567814347,-207.90894144774467,-1433.329894502168,-3129.303193270417,-4907.78482511853
8686,-25.682070688348354,-20.039063553559235,-208.2383029636539,-626.6946727431152,-4736.890752257038,-2760.439579230051,-3570.8830894017265,-6242.3297184073035,-1023.4816265770863,-2289.471791916592,-1635.3040238540414,-388.12101770309226,-523.5087472555057,-67.15470119869607,-1355.3820873230611,-191.19713079242817,-1318.118217521236,-2877.768448853681,-4513.294957759791
8687,-23.34203911227612,-18.21319670507644,-189.2645912954697,-569.5931508070172,-4305.2871612851095,-2508.9210837931364,-3245.5207272673747,-5673.557487126346,-930.2267113958612,-2080.8657044003653,-1486.3026797360787,-352.757224503404,-475.8090499143686,-61.03587522108753,-1231.8859362351507,-173.77613196651657,-1198.0173780124064,-2615.5594891222063,-4102.064382100756
8688,-22.71743298277536,-17.725832501586144,-184.20008843640136,-554.3514929722221,-4190.082626785579,-2441.785240183538,-3158.674324092305,-5521.739611854673,-905.3349141124946,-2025.184130593352,-1446.53092887956,-343.3178467527848,-463.0769467926603,-59.40262537521245,-1198.9220849230521,-169.1260824714776,-1165.9598103785042,-2545.570124391837,-3992.297855519992
8689,-22.043142274791574,-17.199700691000025,-178.73272739536168,-537.897430536932,-4065.714095223585,-2369.3090453777218,-3064.919684301037,-5357.845314686389,-878.4630874997695,-1965.0733406880536,-1403.5955160230906,-333.12760940836625,-449.33206274081596,-57.63945792796095,-1163.3361090747635,-164.10614267569687,-1131.3522089555418,-2470.013423830645,-3873.799900688485
8690,-20.9519493894616,-16.34827076373019,-169.88499243642715,-511.2701084463601,-3864.450671017168,-2252.0220841434907,-2913.198186888131,-5092.6180337841415,-834.9768794467108,-1867.797098409175,-1334.113886685835,-316.6369261490608,-427.0889567488842,-54.786154818032074,-1105.747945388974,-155.98246170978246,-1075.3473315281324,-2347.741333892005,-3682.036728354507
8691,-19.935096587726505,-15.554846504220269,-161.6400302460061,-486.4568353444988,-3676.898791287668,-2142.7255731953287,-2771.813073585177,-4845.45998564449,-794.453271668407,-1777.1480290893844,-1269.3658568823396,-301.26970950002635,-406.3612147050504,-52.12723969813256,-1052.0831108964308,-148.4122256299403,-1023.157918191122,-2233.799317865652,-3503.3378734784064
8692,-19.132298398553573,-14.928443589566767,-155.13069014783753,-466.8669294312365,-3528.8278913836652,-2056.436740709069,-2660.19051352344,-4650.330431841365,-762.4601661887689,-1705.5812216065667,-1218.2477393041945,-289.13739922127,-389.9968070444336,-50.02804477062924,-1009.7150986537872,-142.43557708637644,-981.9547406520932,-2143.842891546536,-3362.256374900618
8693,-19.22083407600075,-14.997525716496911,-155.84856525405715,-469.0273797343744,-3545.157720735573,-2065.953005622631,-2672.5006795237337,-4671.850070860137,-765.9884891290548,-1713.4738848794507,-1223.8852422665118,-290.4753971440552,-391.8015369725705,-50.259552075337616,-1014.3876062859448,-143.09470491551775,-986.4987858250804,-2153.7636328390586,-3377.8153861444225
8694,-20.87798287412598,-16.29055658173792,-169.28524867680062,-509.4651752817134,-3850.808028773802,-2244.0717868739325,-2902.9137444068733,-5074.63960118618,-832.0291666105228,-1861.2032278267652,-1329.404074084405,-315.5191050996454,-425.5812076949977,-54.59274365207318,-1101.8443314178046,-155.431797953791,-1071.5510406241178,-2339.453119647619,-3669.0380607331012
8695,-22.990511380302305,-17.938908597729327,-186.41429393280026,-561.015160362913,-4240.450159512348,-2471.1370952544808,-3196.643654667052,-5588.114532203712,-916.2176317046844,-2049.528167945581,-1463.9191764131217,-347.4447517382529,-468.6434344613018,-60.11668377074755,-1213.3339122610569,-171.15908856051675,-1179.9754096251445,-2576.1695416274233,-4040.2878859808397
8696,-25.21398965948205,-19.67383188670915,-204.44295482823966,-615.2725451910827,-4650.556253615941,-2710.1278495393663,-3505.800228649117,-6128.557112118186,-1004.8276660531282,-2247.743913938011,-1605.4989976439829,-381.0471299509835,-513.9672848084359,-65.93074063836026,-1330.6789140610636,-187.7123748012297,-1294.0942149821935,-2825.318284973805,-4431.03571266069
8697,-27.482296129774298,-21.443733467805494,-222.83509679011937,-670.6238289069173,-5068.9306157458195,-2953.936965805801,-3821.18979807437,-6679.895711789,-1095.2241930295647,-2449.9559451319005,-1749.9332507544989,-415.32697546639014,-560.2049224609558,-71.86201639443291,-1450.3897425102639,-204.5993966516344,-1410.513802705312,-3079.490188468301,-4829.661519717149
8698,-28.87197005426164,-22.528060523417878,-234.103009849769,-704.5346944245238,-5325.246924560565,-3103.306187233854,-4014.4126568131614,-7017.672324235546,-1150.6054644973422,-2573.840786377169,-1838.4206390237866,-436.32846184934687,-588.5323289279145,-75.49580193669087,-1523.7303686352682,-214.94520055208,-1481.8380560534674,-3235.208153059789,-5073.878911392055
8699,-29.470052837354174,-22.994729237405906,-238.95245307786016,-719.1291287507837,-5435.5594004778795,-3167.5911666710344,-4097.571204351012,-7163.043387818053,-1174.4402536424798,-2627.157891439985,-1876.5035176848442,-445.367004779216,-600.7237745606029,-77.05969727356049,-1555.2944391799274,-219.39778981138463,-1512.534327454112,-3302.225481369192,-5178.984299583324
8700,-29.66804401476769,-23.149216694253894,-240.55782778797158,-723.9605155046362,-5472.077584260625,-3188.872265422881,-4125.100267558421,-7211.167475075222,-1182.3305960827813,-2644.808151079768,-1889.1105918199844,-448.3591520327018,-604.7596684927232,-77.57741403092518,-1565.7435068805325,-220.8717887541901,-1522.6961162375856,-3324.411105356688,-5213.778712913351
8701,-29.393097775944394,-22.93468316927253,-238.3284772471376,-717.2512689936259,-5421.365540366095,-3159.3196452693737,-4086.871228840209,-7144.3385539030005,-1171.3734412977587,-2620.297601844145,-1871.6034096247706,-444.2040192429555,-599.1551063530239,-76.85847151503759,-1551.2331034321444,-218.82487701474707,-1508.5846510590259,-3293.6023897815985,-5165.460433270144
8702,-29.10843876238005,-22.71257101433257,-236.0203724752417,-710.305011056955,-5368.862038399203,-3128.723046686531,-4047.291707775972,-7075.148828450242,-1160.0292131100043,-2594.9211908148723,-1853.4777671889644,-439.9021018709629,-593.3525569638244,-76.11413157331701,-1536.210104209765,-216.70565589320412,-1493.9746830344845,-3261.705322841084,-5115.435257878672
8703,-29.657210535248844,-23.14076360699241,-240.46998653024846,-723.6961566067839,-5470.079419487607,-3187.7078279440057,-4123.593960326318,-7208.534270300773,-1181.8988603643495,-2643.842382156082,-1888.4207707824007,-448.1954307678884,-604.5388365605885,-77.5490861328807,-1565.1717654403108,-220.79113598184796,-1522.140093832452,-3323.197174987561,-5211.874867655671
8704,-31.87583242705807,-24.87189758099293,-258.4592703101568,-777.8350357221234,-5879.289784555021,-3426.176593014224,-4432.075293135372,-7747.796448074977,-1270.315358011428,-2841.6251972516866,-2029.6913618929666,-481.7244166894959,-649.7636932829724,-83.35044428757693,-1682.2604693533215,-237.30826753151092,-1636.0096477665106,-3571.8017426512324,-5601.769246461386
8705,-32.94535835335035,-25.706421333739787,-267.13132275364524,-803.9336400169908,-6076.556879215403,-3541.134679290706,-4580.78417608407,-8007.757319428327,-1312.938094627623,-2936.969901683193,-2097.793349155056,-497.8876574191745,-671.5651354106345,-86.14709160141683,-1738.7051501586675,-245.2706429527409,-1690.9024803836526,-3691.6459718516167,-5789.7247282800045
8706,-31.932988370726505,-24.91649490344151,-258.9227086698682,-779.2297568038962,-5889.8318262885305,-3432.3200045407,-4440.022362325435,-7761.688873264312,-1272.5931361121186,-2846.720460883548,-2033.330762539526,-482.58818750040774,-650.9287720973392,-83.49989837036334,-1685.2768983310434,-237.7337804338679,-1638.943145283249,-3578.206271840076,-5611.813671441565
8707,-30.15741843441243,-23.531063049859338,-244.5258294299449,-735.9022450283094,-5562.339510214207,-3241.472717054802,-4193.143801146543,-7330.115690748604,-1201.8331406050365,-2688.434264529042,-1920.2714731728788,-455.7548367535817,-614.7351799098514,-78.85705356327945,-1591.570447800897,-224.51506915999215,-1547.8129904005116,-3379.247270306917,-5299.779998691342
8708,-28.261559518613172,-22.051772779097814,-229.15360932840682,-689.6394379041558,-5212.660674936024,-3037.696158251746,-3929.5400355284346,-6869.304855220048,-1126.2793898795067,-2519.4247028839522,-1799.5527915958255,-427.1036154112416,-576.0895917862449,-73.89967140549477,-1491.515695762081,-210.40083400011008,-1450.509069502154,-3166.809455709657,-4966.607078597217
8709,-26.07020810973071,-20.34191726613485,-211.3854431972496,-636.1660139454789,-4808.480172917933,-2802.158563386973,-3624.850441613986,-6336.671089464284,-1038.949675247791,-2324.0729612859022,-1660.0186465453833,-393.9867554320955,-531.4206223413041,-68.169621407945,-1375.8662030606629,-194.08672494634288,-1338.0391581741214,-2921.2606438027556,-4581.505137853938
8710,-23.997651407296356,-18.72475422728068,-194.5805018921592,-585.5914220391136,-4426.210581169487,-2579.3896277733065,-3336.678285623982,-5832.911776062821,-956.3541660802564,-2139.311375471722,-1528.0487459760254,-362.66518380504084,-489.17318925563546,-62.75020146481406,-1266.4861509796085,-178.65701525825904,-1231.6663201161737,-2689.023206288352,-4217.279845108676
8711,-21.93107179701034,-17.112254960708704,-177.8240247292609,-535.1626833177702,-4045.0434251578804,-2357.263140423847,-3049.3371956930696,-5330.605265295538,-873.9968559297873,-1955.0826276844034,-1396.4594363239544,-331.43394115167615,-447.0475944773517,-57.34641070681111,-1157.4215424517795,-163.2718036514674,-1125.600253040368,-2457.4555234603627,-3854.104949746961
8712,-21.410317643586854,-16.705923800621697,-173.6015863407793,-522.4552245727318,-3948.993711585903,-2301.28983540484,-2976.930565294717,-5204.0298357927195,-853.2437665679373,-1908.6591145941065,-1363.3004526553018,-323.5640293189232,-436.43243194645373,-55.98471795253489,-1129.9385228769795,-159.39490831888102,-1098.8728312211938,-2399.103146406456,-3762.5890777053432
8713,-20.61387011482153,-16.08447614401804,-167.1437393936898,-503.0202876685554,-3802.09414965229,-2215.6836041993,-2866.191012920764,-5010.4438847884085,-821.5037475439316,-1837.6584475148288,-1312.5867129267742,-311.5276935747125,-420.19747748743316,-53.90212903423006,-1087.9056694096384,-153.4655389866902,-1057.9955978506914,-2309.858334441656,-3622.623626347574
8714,-19.411353888228852,-15.14618345799216,-157.39335978642848,-473.6764500069494,-3580.297859847272,-2086.431044044218,-2698.990910157277,-4718.158154824582,-773.5810827980243,-1730.458096985657,-1236.0165777550433,-293.3546331804282,-395.68513302046,-50.757732351292326,-1024.442369545018,-144.5130812567079,-996.2771108808763,-2175.1120634685367,-3411.296802745015
8715,-18.36648346704845,-14.330897765909405,-148.92122192948224,-448.17949010029764,-3387.5783126013453,-1974.123056857588,-2553.7101747023316,-4464.190094337219,-731.9409171272249,-1637.3113494149536,-1169.484528026764,-277.5639994672213,-374.3862739107601,-48.025555426105385,-969.2988933967283,-136.73426042080828,-942.649708565072,-2058.0305723496135,-3227.6742101335326
